hour_utc,pm2_5,pm10,nitrogen_dioxide,ozone,sulphur_dioxide,temperature_2m,relative_humidity_2m,precipitation,cloud_cover,surface_pressure,wind_speed_10m,wind_direction_10m,wind_speed_100m,boundary_layer_height
2015-01-02T03,,,,,,14.4,85,1.0,100,992.8,6.5,93,13.9,165.0
2015-01-02T04,,,,,,14.9,83,0.2,95,993.5,7.3,81,13.0,210.0
2015-01-02T05,,,,,,16.1,76,0.1,96,994.2,7.6,90,11.9,265.0
2015-01-02T06,,,,,,17.0,72,0.2,92,993.8,9.2,79,12.4,435.0
2015-01-02T07,,,,,,16.1,80,1.1,99,992.9,9.4,67,12.3,485.0
2015-01-02T08,,,,,,16.1,82,1.1,100,992.3,9.4,67,13.3,690.0
2015-01-02T09,,,,,,16.5,77,0.0,100,991.3,11.2,69,15.3,640.0
2015-01-02T10,,,,,,16.2,81,0.0,100,991.0,10.0,64,13.4,495.0
2015-01-02T11,,,,,,16.0,82,0.0,100,991.1,8.5,54,12.8,425.0
2015-01-02T12,,,,,,15.6,86,0.0,100,991.5,6.9,39,12.7,325.0
2015-01-02T13,,,,,,15.2,89,0.0,100,991.5,7.4,29,13.7,255.0
2015-01-02T14,,,,,,15.0,90,0.0,100,992.0,7.1,30,13.6,235.0
2015-01-02T15,,,,,,14.8,90,0.0,100,992.3,6.4,38,12.2,200.0
2015-01-02T16,,,,,,14.7,91,0.0,100,992.3,5.7,55,11.1,170.0
2015-01-02T17,,,,,,14.5,91,0.0,100,992.2,5.2,74,11.0,150.0
2015-01-02T18,,,,,,14.4,92,0.0,100,991.8,4.3,85,10.1,120.0
2015-01-02T19,,,,,,14.5,93,0.0,100,991.6,2.2,90,7.1,70.0
2015-01-02T20,,,,,,14.5,93,0.0,100,991.6,1.8,37,4.1,25.0
2015-01-02T21,,,,,,14.5,93,0.0,100,991.3,0.7,360,2.7,20.0
2015-01-02T22,,,,,,14.3,95,0.0,100,991.0,2.5,315,1.1,35.0
2015-01-02T23,,,,,,14.2,95,0.0,100,990.2,4.5,299,5.9,80.0
2015-01-03T00,,,,,,14.1,96,0.0,100,990.3,6.1,315,10.1,125.0
2015-01-03T01,,,,,,14.1,95,0.0,100,990.6,7.8,326,13.4,190.0
2015-01-03T02,,,,,,14.1,95,0.0,100,991.3,8.9,328,15.0,245.0
2015-01-03T03,,,,,,14.3,93,0.0,100,992.0,8.5,332,13.9,280.0
2015-01-03T04,,,,,,14.8,89,0.0,98,992.9,9.0,337,11.8,295.0
2015-01-03T05,,,,,,16.0,81,0.0,100,993.3,8.4,340,11.0,350.0
2015-01-03T06,,,,,,17.1,75,0.0,100,993.1,7.8,338,9.6,460.0
2015-01-03T07,,,,,,17.0,75,0.0,100,992.2,6.4,333,8.0,495.0
2015-01-03T08,,,,,,17.6,72,0.0,100,991.5,4.8,318,6.1,310.0
2015-01-03T09,,,,,,17.9,70,0.1,94,991.1,4.3,294,5.6,565.0
2015-01-03T10,,,,,,17.7,71,0.0,99,990.8,3.3,257,4.0,425.0
2015-01-03T11,,,,,,17.6,72,0.0,94,990.7,4.2,239,5.6,385.0
2015-01-03T12,,,,,,16.9,76,0.0,100,990.7,3.4,238,7.1,215.0
2015-01-03T13,,,,,,16.3,79,0.0,99,990.8,4.7,247,6.7,60.0
2015-01-03T14,,,,,,15.9,81,0.0,100,991.6,4.3,270,7.2,45.0
2015-01-03T15,,,,,,15.4,84,0.0,97,991.8,4.1,285,8.3,50.0
2015-01-03T16,,,,,,15.4,83,0.0,92,992.0,4.6,288,10.1,55.0
2015-01-03T17,,,,,,15.0,85,0.0,79,992.2,4.8,297,10.9,55.0
2015-01-03T18,,,,,,14.8,85,0.0,79,992.5,5.3,298,12.3,60.0
2015-01-03T19,,,,,,14.1,90,0.0,65,992.5,5.5,302,12.8,75.0
2015-01-03T20,,,,,,13.6,93,0.0,54,992.2,5.5,302,13.0,70.0
2015-01-03T21,,,,,,13.0,95,0.0,33,992.1,6.3,301,14.5,70.0
2015-01-03T22,,,,,,12.4,96,0.0,41,992.2,7.7,311,17.6,100.0
2015-01-03T23,,,,,,11.9,97,0.0,50,991.8,7.4,321,17.6,105.0
2015-01-04T00,,,,,,11.6,98,0.0,60,992.3,8.3,326,16.8,125.0
2015-01-04T01,,,,,,11.8,97,0.0,72,992.6,8.2,322,16.6,145.0
2015-01-04T02,,,,,,11.7,98,0.0,67,993.4,8.7,318,16.6,165.0
2015-01-04T03,,,,,,12.5,95,0.0,48,994.4,10.7,320,14.9,250.0
2015-01-04T04,,,,,,14.6,82,0.0,56,995.3,12.3,322,15.6,380.0
2015-01-04T05,,,,,,16.4,74,0.0,50,995.4,13.4,324,16.5,680.0
2015-01-04T06,,,,,,18.2,63,0.0,87,995.4,13.4,324,16.5,920.0
2015-01-04T07,,,,,,18.0,60,0.0,56,994.2,13.1,323,16.2,1040.0
2015-01-04T08,,,,,,18.8,55,0.0,22,993.7,13.2,325,16.6,1095.0
2015-01-04T09,,,,,,19.1,53,0.0,9,993.1,13.5,326,17.2,1135.0
2015-01-04T10,,,,,,18.9,53,0.0,26,993.1,13.3,327,17.0,1105.0
2015-01-04T11,,,,,,18.5,54,0.0,18,992.4,13.4,324,18.4,1075.0
2015-01-04T12,,,,,,16.8,61,0.0,19,992.8,9.2,318,20.2,355.0
2015-01-04T13,,,,,,14.9,68,0.0,17,993.1,9.7,315,22.0,180.0
2015-01-04T14,,,,,,13.6,74,0.0,1,993.0,9.7,309,22.5,140.0
2015-01-04T15,,,,,,12.7,77,0.0,0,993.2,9.8,306,22.9,120.0
2015-01-04T16,,,,,,12.0,81,0.0,0,993.0,10.4,304,23.7,120.0
2015-01-04T17,,,,,,11.4,83,0.0,0,993.0,10.2,302,24.0,120.0
2015-01-04T18,,,,,,10.9,86,0.0,0,992.9,11.5,302,25.3,135.0
2015-01-04T19,,,,,,10.5,90,0.0,0,992.7,12.2,304,26.3,160.0
2015-01-04T20,,,,,,10.2,92,0.0,0,992.4,13.0,304,27.4,190.0
2015-01-04T21,,,,,,10.0,92,0.0,0,992.1,13.7,300,28.4,220.0
2015-01-04T22,,,,,,9.8,92,0.0,0,992.0,14.2,300,28.1,245.0
2015-01-04T23,,,,,,9.7,92,0.0,0,991.3,15.3,300,30.0,290.0
2015-01-05T00,,,,,,9.6,91,0.0,0,990.6,16.7,295,31.5,310.0
2015-01-05T01,,,,,,9.6,91,0.0,0,990.8,17.9,295,33.2,335.0
2015-01-05T02,,,,,,9.7,90,0.0,0,991.0,19.3,297,35.0,365.0
2015-01-05T03,,,,,,11.2,83,0.0,0,991.8,20.4,296,36.3,435.0
2015-01-05T04,,,,,,13.7,73,0.0,0,992.1,23.2,300,33.1,495.0
2015-01-05T05,,,,,,16.2,62,0.0,0,992.1,25.5,303,34.9,580.0
2015-01-05T06,,,,,,18.2,52,0.0,0,991.3,26.3,306,35.8,665.0
2015-01-05T07,,,,,,19.3,49,0.0,0,990.4,27.0,307,36.2,740.0
2015-01-05T08,,,,,,20.3,46,0.0,0,989.2,26.7,307,36.4,795.0
2015-01-05T09,,,,,,20.7,44,0.0,0,988.7,25.9,308,35.4,825.0
2015-01-05T10,,,,,,20.5,46,0.0,0,988.0,24.0,306,33.5,825.0
2015-01-05T11,,,,,,19.7,50,0.0,0,988.0,19.7,305,30.5,800.0
2015-01-05T12,,,,,,17.9,58,0.0,0,988.0,15.9,303,29.8,695.0
2015-01-05T13,,,,,,16.2,65,0.0,0,988.4,15.4,303,30.1,545.0
2015-01-05T14,,,,,,15.2,71,0.0,0,988.8,15.2,301,30.4,470.0
2015-01-05T15,,,,,,14.4,76,0.0,0,989.3,15.3,300,30.5,435.0
2015-01-05T16,,,,,,13.7,80,0.0,0,989.3,15.1,298,30.6,405.0
2015-01-05T17,,,,,,13.1,84,0.0,0,989.6,15.1,295,30.3,365.0
2015-01-05T18,,,,,,12.6,86,0.0,0,989.5,15.1,295,30.5,345.0
2015-01-05T19,,,,,,12.3,89,0.0,0,989.5,15.0,294,30.5,325.0
2015-01-05T20,,,,,,11.9,91,0.0,4,989.1,14.7,295,30.1,310.0
2015-01-05T21,,,,,,11.6,91,0.0,0,988.9,14.5,293,29.8,295.0
2015-01-05T22,,,,,,11.3,92,0.0,4,989.0,12.2,289,26.1,220.0
2015-01-05T23,,,,,,11.1,92,0.0,34,988.5,12.5,282,26.0,210.0
2015-01-06T00,,,,,,10.8,93,0.0,49,988.5,13.1,279,26.7,220.0
2015-01-06T01,,,,,,10.6,93,0.0,45,989.0,12.8,280,26.7,220.0
2015-01-06T02,,,,,,10.6,93,0.0,71,989.6,12.1,280,25.3,205.0
2015-01-06T03,,,,,,11.8,88,0.0,10,990.2,12.7,278,22.7,250.0
2015-01-06T04,,,,,,14.5,76,0.0,0,991.0,12.8,281,17.7,375.0
2015-01-06T05,,,,,,16.8,67,0.0,0,991.2,14.1,289,18.8,700.0
2015-01-06T06,,,,,,18.5,60,0.0,28,990.6,17.6,298,22.6,945.0
2015-01-06T07,,,,,,19.7,55,0.0,54,989.8,21.7,302,28.3,1135.0
2015-01-06T08,,,,,,20.1,52,0.0,90,988.7,20.6,303,26.9,1315.0
2015-01-06T09,,,,,,20.5,50,0.0,91,988.5,18.4,305,24.2,1420.0
2015-01-06T10,,,,,,20.4,50,0.0,91,988.2,15.8,305,21.3,1380.0
2015-01-06T11,,,,,,19.8,53,0.0,98,988.3,13.2,315,19.1,1325.0
2015-01-06T12,,,,,,18.6,58,0.0,97,988.3,9.7,333,18.4,515.0
2015-01-06T13,,,,,,17.4,63,0.0,98,988.7,8.1,347,18.2,235.0
2015-01-06T14,,,,,,16.5,68,0.0,89,989.2,7.6,357,17.3,195.0
2015-01-06T15,,,,,,15.6,72,0.0,58,989.6,6.9,6,17.1,120.0
2015-01-06T16,,,,,,14.4,79,0.0,43,989.5,6.6,13,16.8,90.0
2015-01-06T17,,,,,,13.4,84,0.0,18,989.4,6.6,22,16.2,70.0
2015-01-06T18,,,,,,13.3,83,0.0,9,989.4,6.4,27,15.0,60.0
2015-01-06T19,,,,,,11.6,91,0.0,10,989.1,8.3,34,13.4,50.0
2015-01-06T20,,,,,,11.1,93,0.0,10,988.9,8.7,38,11.9,40.0
2015-01-06T21,,,,,,10.9,93,0.0,12,988.5,6.9,39,10.5,30.0
2015-01-06T22,,,,,,10.9,92,0.0,24,988.5,5.6,45,8.9,20.0
2015-01-06T23,,,,,,11.0,92,0.0,27,988.0,3.5,24,6.6,15.0
2015-01-07T00,,,,,,11.3,91,0.0,43,988.1,1.1,288,3.9,10.0
2015-01-07T01,,,,,,11.2,92,0.0,33,988.6,3.3,257,1.8,15.0
2015-01-07T02,,,,,,10.5,94,0.0,52,989.3,3.6,270,3.9,25.0
2015-01-07T03,,,,,,12.2,91,0.0,55,990.2,4.8,297,5.7,60.0
2015-01-07T04,,,,,,14.4,79,0.0,73,991.0,4.1,308,5.4,160.0
2015-01-07T05,,,,,,15.9,70,0.0,90,991.0,4.8,333,5.8,535.0
2015-01-07T06,,,,,,17.4,60,0.0,87,990.9,8.9,328,11.0,1050.0
2015-01-07T07,,,,,,17.4,62,0.0,98,990.1,10.8,323,13.6,1070.0
2015-01-07T08,,,,,,17.9,58,0.0,66,989.5,11.3,323,14.1,1190.0
2015-01-07T09,,,,,,18.1,56,0.0,95,989.1,10.8,323,13.6,1235.0
2015-01-07T10,,,,,,18.1,56,0.0,82,989.4,8.4,329,11.0,1215.0
2015-01-07T11,,,,,,17.8,56,0.0,97,989.3,7.2,333,9.7,1210.0
2015-01-07T12,,,,,,17.1,61,0.0,86,989.0,6.2,339,7.6,140.0
2015-01-07T13,,,,,,15.9,66,0.0,41,989.3,5.5,328,6.6,30.0
2015-01-07T14,,,,,,14.4,73,0.0,12,990.0,5.9,317,6.6,25.0
2015-01-07T15,,,,,,12.8,81,0.0,6,990.1,8.7,343,9.5,30.0
2015-01-07T16,,,,,,11.7,87,0.0,3,990.5,7.2,357,13.3,40.0
2015-01-07T17,,,,,,10.8,90,0.0,4,990.5,9.0,360,14.2,40.0
2015-01-07T18,,,,,,10.2,92,0.0,3,990.3,9.7,356,12.4,30.0
2015-01-07T19,,,,,,9.5,93,0.0,2,989.8,8.6,345,10.8,25.0
2015-01-07T20,,,,,,9.1,93,0.0,0,989.6,7.2,333,9.4,20.0
2015-01-07T21,,,,,,8.4,95,0.0,0,989.4,7.1,319,8.9,20.0
2015-01-07T22,,,,,,7.8,96,0.0,0,989.4,6.9,309,7.9,20.0
2015-01-07T23,,,,,,7.5,97,0.0,0,988.6,7.4,299,8.8,25.0
2015-01-08T00,,,,,,7.3,97,0.0,0,989.4,5.7,288,10.5,30.0
2015-01-08T01,,,,,,7.2,98,0.0,0,989.8,6.3,283,11.3,30.0
2015-01-08T02,,,,,,7.0,98,0.0,8,990.9,5.2,286,11.1,30.0
2015-01-08T03,,,,,,9.2,96,0.0,9,992.2,6.0,295,11.0,45.0
2015-01-08T04,,,,,,13.3,82,0.0,0,993.3,4.1,308,7.8,110.0
2015-01-08T05,,,,,,16.0,72,0.0,0,994.0,4.6,309,5.9,305.0
2015-01-08T06,,,,,,17.7,63,0.0,15,993.3,5.1,321,6.4,725.0
2015-01-08T07,,,,,,18.5,60,0.0,23,992.5,5.2,326,6.0,890.0
2015-01-08T08,,,,,,19.1,56,0.0,23,992.0,5.0,330,5.8,970.0
2015-01-08T09,,,,,,19.6,54,0.0,8,991.4,4.8,333,5.6,1035.0
2015-01-08T10,,,,,,19.6,53,0.0,29,991.9,6.6,319,8.2,1050.0
2015-01-08T11,,,,,,19.2,55,0.0,20,991.7,6.6,315,8.1,1010.0
2015-01-08T12,,,,,,18.0,62,0.0,11,991.9,8.2,311,9.2,90.0
2015-01-08T13,,,,,,16.0,71,0.0,1,992.0,9.2,321,10.1,45.0
2015-01-08T14,,,,,,14.4,78,0.0,2,992.5,9.0,331,12.4,40.0
2015-01-08T15,,,,,,13.2,83,0.0,1,993.1,8.7,336,14.6,45.0
2015-01-08T16,,,,,,12.4,86,0.0,0,993.3,8.7,343,15.8,45.0
2015-01-08T17,,,,,,11.6,89,0.0,2,993.2,9.1,351,15.2,40.0
2015-01-08T18,,,,,,10.8,92,0.0,0,993.1,9.4,353,14.4,40.0
2015-01-08T19,,,,,,10.0,93,0.0,0,992.7,8.6,358,14.0,40.0
2015-01-08T20,,,,,,9.5,94,0.0,0,992.3,8.6,2,13.4,35.0
2015-01-08T21,,,,,,8.8,96,0.0,0,992.0,9.4,2,12.6,35.0
2015-01-08T22,,,,,,8.2,97,0.0,1,991.5,7.9,357,9.7,25.0
2015-01-08T23,,,,,,7.6,98,0.0,80,991.4,7.4,346,9.4,25.0
2015-01-09T00,,,,,,6.9,99,0.0,100,992.0,6.8,335,9.4,20.0
2015-01-09T01,,,,,,6.6,100,0.0,100,992.4,4.4,325,7.9,15.0
2015-01-09T02,,,,,,6.4,100,0.0,100,993.2,1.6,297,5.1,35.0
2015-01-09T03,,,,,,8.6,97,0.0,100,994.0,1.8,270,2.9,50.0
2015-01-09T04,,,,,,11.9,90,0.0,100,995.2,1.8,259,2.9,25.0
2015-01-09T05,,,,,,15.2,74,0.0,99,996.0,2.2,261,3.0,50.0
2015-01-09T06,,,,,,17.1,63,0.0,52,995.5,2.9,277,3.6,265.0
2015-01-09T07,,,,,,16.9,68,0.0,27,994.2,5.8,274,7.2,640.0
2015-01-09T08,,,,,,18.0,61,0.0,53,993.0,6.7,286,8.1,755.0
2015-01-09T09,,,,,,18.5,58,0.0,2,992.6,7.6,301,9.2,830.0
2015-01-09T10,,,,,,18.6,57,0.0,11,992.6,7.3,303,8.9,825.0
2015-01-09T11,,,,,,18.3,57,0.0,0,992.5,6.7,306,8.6,785.0
2015-01-09T12,,,,,,17.0,65,0.0,0,992.7,8.1,328,9.2,95.0
2015-01-09T13,,,,,,14.9,74,0.0,0,992.8,9.3,347,10.7,45.0
2015-01-09T14,,,,,,13.2,81,0.0,0,993.2,8.3,355,12.8,45.0
2015-01-09T15,,,,,,12.1,85,0.0,0,993.6,7.9,360,14.4,45.0
2015-01-09T16,,,,,,11.2,88,0.0,0,993.3,7.6,3,15.1,45.0
2015-01-09T17,,,,,,10.5,91,0.0,0,993.4,7.6,360,15.5,45.0
2015-01-09T18,,,,,,9.8,93,0.0,0,992.9,7.2,354,15.5,45.0
2015-01-09T19,,,,,,9.2,94,0.0,0,992.8,7.1,345,16.4,50.0
2015-01-09T20,,,,,,8.8,95,0.0,0,992.3,7.1,336,18.0,55.0
2015-01-09T21,,,,,,8.5,96,0.0,0,992.2,7.6,329,18.7,60.0
2015-01-09T22,,,,,,8.3,96,0.0,5,992.2,6.2,324,16.6,55.0
2015-01-09T23,,,,,,8.1,97,0.0,3,991.5,6.4,308,16.8,55.0
2015-01-10T00,,,,,,7.9,97,0.0,81,991.3,7.1,294,17.1,60.0
2015-01-10T01,,,,,,7.7,98,0.0,100,991.5,8.8,289,18.9,65.0
2015-01-10T02,,,,,,7.4,98,0.0,100,992.1,9.2,291,18.9,85.0
2015-01-10T03,,,,,,9.2,96,0.0,100,993.0,9.4,293,17.2,130.0
2015-01-10T04,,,,,,11.3,85,0.0,100,993.9,10.0,296,14.2,220.0
2015-01-10T05,,,,,,13.2,73,0.0,95,994.2,11.3,297,14.7,390.0
2015-01-10T06,,,,,,15.1,65,0.0,37,993.8,13.0,298,16.6,455.0
2015-01-10T07,,,,,,15.2,67,0.0,6,992.4,13.4,297,16.6,520.0
2015-01-10T08,,,,,,16.7,61,0.0,0,991.7,13.8,298,17.6,585.0
2015-01-10T09,,,,,,17.6,57,0.0,0,991.0,13.8,298,17.6,620.0
2015-01-10T10,,,,,,18.0,54,0.0,0,991.0,13.4,294,17.6,630.0
2015-01-10T11,,,,,,17.7,55,0.0,0,990.7,12.6,294,17.3,625.0
2015-01-10T12,,,,,,16.0,63,0.0,0,991.4,7.2,297,17.1,215.0
2015-01-10T13,,,,,,14.0,72,0.0,0,992.1,8.4,301,16.9,75.0
2015-01-10T14,,,,,,12.6,78,0.0,0,992.6,9.2,301,16.2,55.0
2015-01-10T15,,,,,,11.5,83,0.0,0,992.8,9.0,299,16.2,50.0
2015-01-10T16,,,,,,10.6,86,0.0,34,992.9,7.9,300,17.0,50.0
2015-01-10T17,,,,,,9.8,89,0.0,78,993.1,7.5,305,17.6,55.0
2015-01-10T18,,,,,,9.2,92,0.0,86,992.8,7.2,307,18.1,55.0
2015-01-10T19,,,,,,8.7,94,0.0,81,992.4,7.4,309,18.4,60.0
2015-01-10T20,,,,,,8.3,94,0.0,91,992.2,7.2,307,18.1,60.0
2015-01-10T21,,,,,,7.9,95,0.0,86,992.2,7.6,301,18.8,65.0
2015-01-10T22,,,,,,7.6,96,0.0,78,991.7,8.0,306,18.6,70.0
2015-01-10T23,,,,,,7.3,97,0.0,84,991.8,7.7,307,19.4,75.0
2015-01-11T00,,,,,,7.0,98,0.0,92,991.5,7.8,304,18.8,80.0
2015-01-11T01,,,,,,7.0,98,0.0,92,991.8,7.6,301,18.6,80.0
2015-01-11T02,,,,,,7.0,99,0.0,90,992.2,7.1,300,17.6,85.0
2015-01-11T03,,,,,,8.5,98,0.0,91,992.9,7.6,301,14.6,160.0
2015-01-11T04,,,,,,10.8,92,0.0,100,993.9,8.6,303,11.4,250.0
2015-01-11T05,,,,,,12.2,86,0.0,100,994.1,8.8,305,11.4,355.0
2015-01-11T06,,,,,,14.5,76,0.0,80,993.8,9.7,312,12.3,475.0
2015-01-11T07,,,,,,15.5,70,0.0,43,992.8,11.5,319,14.3,590.0
2015-01-11T08,,,,,,16.8,64,0.0,53,991.9,11.8,322,14.8,655.0
2015-01-11T09,,,,,,17.6,61,0.0,67,991.4,11.7,326,15.0,690.0
2015-01-11T10,,,,,,17.8,59,0.0,19,991.2,10.1,325,12.6,685.0
2015-01-11T11,,,,,,17.5,61,0.0,4,991.3,8.0,333,10.5,630.0
2015-01-11T12,,,,,,16.4,67,0.0,0,991.5,8.4,10,10.1,100.0
2015-01-11T13,,,,,,14.6,75,0.0,2,992.3,7.8,34,10.6,50.0
2015-01-11T14,,,,,,13.1,82,0.0,1,992.9,8.6,57,11.0,45.0
2015-01-11T15,,,,,,11.6,88,0.0,5,993.1,7.6,71,11.6,45.0
2015-01-11T16,,,,,,10.5,92,0.0,29,993.0,7.0,78,12.1,45.0
2015-01-11T17,,,,,,9.6,94,0.0,40,993.1,7.0,78,11.7,45.0
2015-01-11T18,,,,,,8.9,96,0.0,50,992.5,7.3,79,10.6,40.0
2015-01-11T19,,,,,,8.3,98,0.0,42,992.2,8.2,75,9.3,35.0
2015-01-11T20,,,,,,7.6,99,0.0,50,991.9,8.1,69,7.9,30.0
2015-01-11T21,,,,,,7.7,99,0.0,92,991.9,6.8,65,6.4,20.0
2015-01-11T22,,,,,,7.7,100,0.0,100,992.5,5.8,60,6.4,20.0
2015-01-11T23,,,,,,7.0,100,0.0,100,991.8,4.8,42,7.4,15.0
2015-01-12T00,,,,,,6.0,100,0.0,100,991.8,3.8,41,8.6,35.0
2015-01-12T01,,,,,,6.3,99,0.0,100,992.4,2.0,45,7.4,35.0
2015-01-12T02,,,,,,6.0,99,0.0,100,993.0,0.0,270,3.8,10.0
2015-01-12T03,,,,,,7.0,98,0.0,100,993.5,1.0,225,0.8,30.0
2015-01-12T04,,,,,,8.6,97,0.0,100,994.6,1.5,194,1.5,40.0
2015-01-12T05,,,,,,11.2,93,0.0,100,995.3,1.1,162,1.5,40.0
2015-01-12T06,,,,,,13.8,80,0.0,100,994.8,0.7,90,1.1,235.0
2015-01-12T07,,,,,,14.6,76,0.0,87,993.6,1.8,37,1.8,400.0
2015-01-12T08,,,,,,16.2,69,0.0,79,992.4,2.3,18,2.6,490.0
2015-01-12T09,,,,,,17.3,63,0.0,65,991.4,2.8,40,3.1,560.0
2015-01-12T10,,,,,,17.6,61,0.0,67,991.2,3.1,36,3.9,575.0
2015-01-12T11,,,,,,17.5,61,0.0,91,991.2,3.1,45,3.6,550.0
2015-01-12T12,,,,,,16.6,66,0.0,82,991.4,4.5,61,4.8,50.0
2015-01-12T13,,,,,,15.0,73,0.0,83,992.0,5.8,86,5.8,25.0
2015-01-12T14,,,,,,13.3,80,0.0,78,992.3,7.9,106,8.1,30.0
2015-01-12T15,,,,,,12.0,87,0.0,19,992.8,9.2,116,9.7,30.0
2015-01-12T16,,,,,,10.9,91,0.0,5,992.9,9.2,116,11.5,35.0
2015-01-12T17,,,,,,10.0,93,0.0,56,992.9,9.3,118,12.1,35.0
2015-01-12T18,,,,,,9.4,94,0.0,83,992.8,9.7,117,11.8,30.0
2015-01-12T19,,,,,,8.5,98,0.0,66,992.5,9.2,121,11.5,30.0
2015-01-12T20,,,,,,7.9,99,0.0,47,992.2,8.6,123,12.2,30.0
2015-01-12T21,,,,,,7.4,99,0.0,25,991.7,7.9,129,12.7,30.0
2015-01-12T22,,,,,,6.8,100,0.0,89,991.5,6.4,142,14.0,35.0
2015-01-12T23,,,,,,6.4,100,0.0,100,990.8,7.7,139,13.9,30.0
2015-01-13T00,,,,,,6.7,99,0.0,100,991.2,5.5,122,12.0,45.0
2015-01-13T01,,,,,,6.7,99,0.0,100,991.9,4.9,107,10.3,60.0
2015-01-13T02,,,,,,6.8,99,0.0,100,992.5,5.0,111,8.9,80.0
2015-01-13T03,,,,,,7.6,98,0.0,100,993.1,5.3,118,8.6,90.0
2015-01-13T04,,,,,,9.4,97,0.0,100,993.6,6.4,128,8.2,130.0
2015-01-13T05,,,,,,11.6,93,0.0,100,994.0,7.4,137,9.4,140.0
2015-01-13T06,,,,,,13.8,84,0.0,100,993.3,8.4,140,11.0,285.0
2015-01-13T07,,,,,,14.7,78,0.0,90,992.0,10.0,142,12.6,380.0
2015-01-13T08,,,,,,16.1,70,0.0,7,990.8,10.8,143,13.4,460.0
2015-01-13T09,,,,,,17.1,64,0.0,0,989.7,11.0,139,13.6,530.0
2015-01-13T10,,,,,,17.5,61,0.0,0,989.0,11.7,135,14.8,550.0
2015-01-13T11,,,,,,17.3,62,0.0,0,988.9,12.2,135,16.3,545.0
2015-01-13T12,,,,,,15.7,70,0.0,0,988.8,8.9,130,18.8,295.0
2015-01-13T13,,,,,,13.6,79,0.0,0,989.1,10.0,131,22.9,155.0
2015-01-13T14,,,,,,12.4,84,0.0,0,989.5,9.2,132,22.7,130.0
2015-01-13T15,,,,,,11.6,87,0.0,7,989.8,8.2,131,21.2,100.0
2015-01-13T16,,,,,,10.8,90,0.0,12,990.2,8.2,128,21.2,90.0
2015-01-13T17,,,,,,10.2,91,0.0,12,990.1,8.0,117,20.6,85.0
2015-01-13T18,,,,,,9.8,92,0.0,48,990.0,7.6,95,18.8,75.0
2015-01-13T19,,,,,,9.8,93,0.6,59,989.6,9.4,94,20.4,90.0
2015-01-13T20,,,,,,10.1,92,0.6,60,989.5,11.1,103,23.3,120.0
2015-01-13T21,,,,,,10.1,92,0.3,31,989.1,12.8,112,26.1,150.0
2015-01-13T22,,,,,,10.3,92,0.0,35,988.4,13.5,119,27.4,190.0
2015-01-13T23,,,,,,10.4,92,0.0,32,988.1,13.4,126,27.3,225.0
