hour_utc,pm2_5,pm10,nitrogen_dioxide,ozone,sulphur_dioxide,temperature_2m,relative_humidity_2m,precipitation,cloud_cover,surface_pressure,wind_speed_10m,wind_direction_10m,wind_speed_100m,boundary_layer_height
2022-09-18T03,67.8,109.0,45.1,66.0,21.5,28.0,79,0.0,0,982.5,2.2,261,3.0,260.0
2022-09-18T04,51.0,90.8,33.6,99.0,17.7,30.0,71,0.0,2,983.0,4.5,284,5.6,480.0
2022-09-18T05,43.9,84.1,19.4,139.0,14.0,31.6,63,0.1,17,983.0,8.5,306,10.6,885.0
2022-09-18T06,40.7,80.3,5.1,178.0,10.2,32.4,58,0.0,11,982.5,11.2,320,14.3,1260.0
2022-09-18T07,37.0,76.6,0.9,184.0,8.4,33.6,52,0.0,15,981.8,11.9,335,14.8,1370.0
2022-09-18T08,33.9,74.3,0.3,178.0,7.2,34.3,47,0.0,4,980.9,12.4,343,15.6,1480.0
2022-09-18T09,31.9,71.9,3.6,162.0,6.4,34.6,44,0.0,5,980.0,13.1,352,16.5,1535.0
2022-09-18T10,30.9,69.6,7.8,148.0,6.0,34.5,43,0.0,9,979.3,12.6,2,15.9,1590.0
2022-09-18T11,30.9,67.3,14.3,130.0,5.8,34.0,43,0.0,22,978.9,13.0,6,16.9,1560.0
2022-09-18T12,40.3,73.1,25.4,120.0,9.5,32.6,52,0.0,9,979.7,7.1,30,12.4,280.0
2022-09-18T13,50.8,85.0,44.6,95.0,12.5,30.6,61,0.0,12,979.7,7.3,57,16.4,110.0
2022-09-18T14,61.2,98.3,72.0,60.0,16.8,29.2,69,0.0,7,980.1,5.2,74,13.4,90.0
2022-09-18T15,67.5,105.9,99.9,22.0,22.6,28.0,78,0.0,10,980.9,6.7,74,10.5,70.0
2022-09-18T16,74.0,115.0,105.5,11.0,26.4,28.8,72,0.0,11,981.3,4.5,76,7.8,50.0
2022-09-18T17,81.0,126.7,103.7,9.0,30.0,27.2,81,0.0,8,981.5,3.1,249,0.7,35.0
2022-09-18T18,88.0,137.8,98.4,8.0,33.7,27.7,77,0.0,7,981.5,2.8,220,3.3,30.0
2022-09-18T19,95.0,148.5,94.3,7.0,35.1,25.9,87,0.0,9,981.3,5.9,169,6.6,25.0
2022-09-18T20,100.4,156.9,88.6,7.0,35.5,25.8,87,0.0,9,981.1,4.7,184,8.4,30.0
2022-09-18T21,103.8,162.1,81.5,8.0,35.6,25.7,87,0.0,7,980.8,6.5,199,12.1,30.0
2022-09-18T22,108.7,169.0,77.8,7.0,35.4,25.4,87,0.0,3,980.6,5.4,222,13.5,35.0
2022-09-18T23,113.2,176.0,74.7,5.0,34.8,24.7,91,0.0,1,980.6,6.1,242,10.6,20.0
2022-09-19T00,109.0,168.6,78.7,6.0,41.1,25.1,92,0.0,2,981.1,3.8,343,4.4,15.0
2022-09-19T01,103.8,158.8,68.5,22.0,38.3,25.7,90,0.0,3,981.8,2.5,8,4.2,25.0
2022-09-19T02,96.4,147.1,54.0,46.0,34.4,27.2,83,0.0,1,982.4,3.6,360,6.5,55.0
2022-09-19T03,72.4,112.5,35.4,83.0,28.5,29.4,72,0.0,0,982.8,4.6,342,5.7,190.0
2022-09-19T04,52.3,82.0,24.0,117.0,23.3,30.9,64,0.0,13,983.3,5.6,345,6.6,530.0
2022-09-19T05,45.6,73.1,13.4,155.0,17.7,32.1,57,0.0,15,983.1,6.6,347,7.8,930.0
2022-09-19T06,43.1,71.0,3.5,193.0,11.9,33.2,50,0.0,15,982.6,8.7,353,10.5,1155.0
2022-09-19T07,41.1,69.4,0.5,202.0,10.0,33.9,46,0.0,14,982.0,9.7,2,11.9,1260.0
2022-09-19T08,39.7,67.8,0.5,201.0,9.4,34.4,42,0.0,29,981.2,10.4,358,12.6,1295.0
2022-09-19T09,38.3,65.9,3.6,192.0,9.3,34.4,41,0.0,25,980.1,11.2,360,13.7,1340.0
2022-09-19T10,37.0,63.6,8.1,181.0,8.9,34.2,41,0.0,25,979.3,12.5,348,15.8,635.0
2022-09-19T11,36.4,62.6,14.6,165.0,8.8,33.8,42,0.0,19,979.0,12.7,352,16.8,600.0
2022-09-19T12,43.4,70.5,27.1,160.0,28.1,31.1,59,0.0,9,980.0,11.9,29,16.6,495.0
2022-09-19T13,54.5,82.9,46.7,128.0,29.9,29.5,69,0.0,10,979.9,5.7,72,11.4,175.0
2022-09-19T14,64.0,95.7,74.6,83.0,32.5,28.5,75,0.0,19,980.5,4.9,73,11.0,60.0
2022-09-19T15,72.9,107.6,105.1,34.0,37.3,27.9,79,0.0,20,981.5,3.7,101,9.2,35.0
2022-09-19T16,82.4,121.1,115.5,18.0,42.6,27.4,82,0.0,19,981.8,3.7,119,8.4,15.0
2022-09-19T17,94.5,138.3,120.1,11.0,49.0,27.1,83,0.0,33,982.1,4.1,135,7.9,15.0
2022-09-19T18,105.9,154.6,121.3,6.0,56.3,26.8,84,0.0,38,981.8,4.2,149,10.2,25.0
2022-09-19T19,114.8,167.2,119.0,4.0,60.2,26.5,85,0.0,19,981.6,4.3,138,10.7,25.0
2022-09-19T20,120.1,174.6,113.4,4.0,63.1,25.9,90,0.0,20,981.1,4.8,167,7.1,20.0
2022-09-19T21,123.4,178.8,105.6,5.0,64.7,26.2,86,0.0,5,980.9,2.6,214,4.0,20.0
2022-09-19T22,127.1,184.9,100.4,3.0,62.9,25.6,91,0.0,13,980.6,1.6,63,1.3,30.0
2022-09-19T23,126.2,182.5,95.2,0.0,59.2,25.2,93,0.0,3,980.7,2.5,82,3.2,45.0
2022-09-20T00,131.3,190.0,98.7,5.0,59.6,23.9,91,0.0,6,981.2,10.5,74,18.0,60.0
2022-09-20T01,132.7,192.8,96.4,19.0,61.1,24.4,91,0.1,35,981.9,8.6,112,14.6,55.0
2022-09-20T02,118.3,171.8,92.9,38.0,63.1,25.4,87,0.0,19,982.5,6.5,90,9.4,120.0
2022-09-20T03,85.4,124.8,82.4,73.0,64.5,26.9,80,0.0,19,982.9,5.1,82,6.5,280.0
2022-09-20T04,60.8,91.3,65.9,108.0,63.0,28.6,73,0.0,37,983.5,7.0,69,8.3,585.0
2022-09-20T05,52.5,79.4,44.5,148.0,60.4,30.2,68,0.1,22,983.1,6.6,68,7.8,765.0
2022-09-20T06,50.3,76.4,21.6,198.0,57.4,31.2,66,0.2,39,982.7,7.9,66,9.7,1025.0
2022-09-20T07,48.2,73.1,13.8,229.0,56.8,31.8,64,0.1,14,981.6,6.8,65,8.2,1065.0
2022-09-20T08,49.7,75.0,10.7,256.0,57.0,32.6,60,0.1,14,980.5,6.7,54,7.8,1135.0
2022-09-20T09,49.8,74.7,10.4,279.0,56.1,32.8,58,0.0,33,978.9,6.1,28,6.9,935.0
2022-09-20T10,47.7,71.0,10.0,284.0,53.2,33.0,55,0.0,100,978.1,6.8,357,7.9,495.0
2022-09-20T11,47.0,69.8,11.3,280.0,49.4,31.9,57,0.0,75,977.9,6.5,6,8.3,235.0
2022-09-20T12,52.4,80.1,45.2,118.0,62.2,28.0,80,0.9,84,979.7,4.8,77,8.0,210.0
2022-09-20T13,54.7,81.3,60.1,95.0,65.6,27.0,85,8.4,81,980.9,2.1,149,2.3,110.0
2022-09-20T14,61.2,89.2,81.3,61.0,70.4,26.7,88,0.6,72,981.1,2.8,130,2.9,70.0
2022-09-20T15,70.5,102.2,104.5,25.0,76.2,26.5,90,0.4,100,981.2,1.9,158,0.8,50.0
2022-09-20T16,82.4,119.0,112.6,13.0,79.2,25.9,95,0.1,100,981.8,2.0,135,3.2,40.0
2022-09-20T17,88.2,127.1,116.4,8.0,81.7,25.9,95,0.0,100,981.8,4.0,95,9.0,55.0
2022-09-20T18,90.1,129.5,117.2,4.0,83.6,25.6,96,0.0,88,981.8,4.0,90,10.4,70.0
2022-09-20T19,92.2,132.7,114.5,2.0,83.6,25.5,95,0.0,25,981.4,4.3,66,11.1,85.0
2022-09-20T20,95.2,136.9,109.0,2.0,82.6,25.6,95,0.0,2,981.1,3.7,61,6.5,90.0
2022-09-20T21,99.4,143.0,101.6,3.0,80.7,25.4,96,0.0,22,981.0,1.9,202,3.1,100.0
2022-09-20T22,105.2,150.9,98.2,0.0,78.1,25.2,97,0.0,27,980.4,1.5,225,2.3,70.0
2022-09-20T23,111.1,159.3,95.2,0.0,74.9,25.1,98,0.0,30,980.4,1.6,207,2.3,50.0
2022-09-21T00,94.5,135.5,100.5,0.0,67.1,25.0,99,0.0,2,981.0,2.1,59,4.1,45.0
2022-09-21T01,91.5,130.9,96.5,5.0,77.8,25.4,96,0.0,78,981.5,2.7,67,4.5,55.0
2022-09-21T02,88.5,126.7,90.7,13.0,92.9,26.3,90,0.0,21,982.2,3.3,96,4.4,110.0
2022-09-21T03,78.2,112.0,78.5,37.0,106.5,27.9,82,0.0,11,982.3,1.4,180,1.8,280.0
2022-09-21T04,68.5,98.0,63.4,74.0,106.2,29.6,73,0.0,21,982.7,0.4,180,0.8,465.0
2022-09-21T05,58.7,84.3,44.7,123.0,100.6,30.8,67,0.1,43,982.6,1.5,45,1.8,880.0
2022-09-21T06,53.8,77.3,24.1,182.0,89.4,31.8,63,0.1,91,982.0,4.4,35,5.1,1050.0
2022-09-21T07,50.4,72.2,15.3,218.0,78.2,32.4,61,0.1,100,981.3,6.4,47,7.4,1035.0
2022-09-21T08,48.2,69.6,10.0,250.0,64.4,32.6,58,0.1,100,980.4,8.1,58,9.2,1050.0
2022-09-21T09,47.0,68.9,7.0,273.0,48.9,27.9,80,14.8,94,979.7,11.5,90,15.9,555.0
2022-09-21T10,44.9,66.4,7.8,269.0,42.2,28.2,79,2.4,100,979.0,1.9,202,1.8,255.0
2022-09-21T11,43.9,65.7,11.3,252.0,37.9,28.5,79,0.3,66,978.8,2.7,113,3.9,235.0
2022-09-21T12,44.1,65.4,28.3,182.0,51.7,28.1,76,0.1,99,979.9,9.5,65,12.6,195.0
2022-09-21T13,45.1,65.9,32.8,163.0,49.9,27.7,78,0.1,100,980.5,9.4,50,13.1,120.0
2022-09-21T14,49.6,71.9,39.3,136.0,47.4,27.5,79,0.0,100,981.2,7.7,53,11.6,125.0
2022-09-21T15,49.7,72.2,47.7,102.0,44.3,27.2,81,0.0,100,981.6,7.8,34,12.5,135.0
2022-09-21T16,52.4,76.1,52.7,84.0,42.2,26.9,82,0.0,100,981.6,7.5,35,13.2,145.0
2022-09-21T17,65.9,95.5,57.3,70.0,40.2,26.6,82,0.0,56,981.7,6.6,45,14.0,145.0
2022-09-21T18,71.9,103.8,62.8,54.0,39.0,26.0,86,0.0,89,981.2,5.6,27,12.9,165.0
2022-09-21T19,83.6,120.6,66.7,45.0,40.2,25.7,88,0.0,67,980.6,6.8,32,14.7,195.0
2022-09-21T20,92.7,133.6,70.2,38.0,42.7,25.6,90,0.0,53,980.2,6.9,43,14.8,225.0
2022-09-21T21,101.3,145.8,73.0,30.0,44.9,25.4,90,0.0,99,979.7,5.9,76,12.7,240.0
2022-09-21T22,108.5,156.0,72.5,23.0,42.9,25.2,91,0.0,100,979.5,5.9,101,12.4,250.0
2022-09-21T23,112.9,162.5,70.5,16.0,39.5,25.1,91,0.0,100,979.8,5.4,86,11.9,245.0
2022-09-22T00,66.4,95.5,68.8,6.0,44.7,25.0,89,0.2,100,980.2,10.6,114,17.9,240.0
2022-09-22T01,59.3,85.9,63.4,12.0,41.7,24.6,93,1.1,95,980.5,14.2,24,23.4,245.0
2022-09-22T02,54.5,78.7,55.6,22.0,37.5,24.7,92,0.4,100,981.1,16.5,23,26.3,295.0
2022-09-22T03,43.9,63.1,45.0,38.0,32.8,24.5,92,3.3,100,981.9,16.3,43,24.4,515.0
2022-09-22T04,35.7,51.2,37.6,54.0,31.7,24.9,93,3.0,100,982.2,7.2,6,10.8,590.0
2022-09-22T05,32.8,52.7,30.2,73.0,31.5,25.9,88,1.2,100,982.1,12.1,27,16.9,540.0
2022-09-22T06,32.1,62.9,22.1,96.0,30.2,27.3,87,2.3,100,981.6,13.2,47,16.9,575.0
2022-09-22T07,31.7,69.2,17.6,110.0,27.2,25.7,91,11.4,100,981.2,14.0,61,20.0,645.0
2022-09-22T08,27.9,63.1,14.2,122.0,23.2,25.1,93,1.1,100,979.9,17.0,36,25.9,655.0
2022-09-22T09,27.2,62.6,13.4,129.0,18.5,26.3,86,0.7,100,978.9,15.0,44,21.4,585.0
2022-09-22T10,25.7,50.6,17.0,123.0,16.0,27.2,83,0.5,100,978.3,17.5,53,24.0,655.0
2022-09-22T11,25.5,45.2,23.3,110.0,14.0,27.4,83,0.2,100,978.2,16.0,54,21.7,600.0
2022-09-22T12,23.2,37.0,37.6,82.0,12.3,25.3,94,0.6,100,979.3,11.5,32,20.0,470.0
2022-09-22T13,24.8,38.2,45.4,73.0,13.5,25.0,94,1.3,100,979.4,9.5,25,17.5,290.0
2022-09-22T14,25.8,38.8,56.5,59.0,15.2,24.8,94,0.3,100,979.4,8.2,23,15.9,180.0
2022-09-22T15,27.5,40.7,68.3,43.0,17.7,24.8,94,0.5,100,980.1,7.6,25,16.5,145.0
2022-09-22T16,27.8,40.9,71.8,35.0,19.7,24.7,96,0.3,100,980.4,2.3,162,6.0,125.0
2022-09-22T17,30.5,44.4,72.6,29.0,21.9,24.7,96,0.9,100,980.5,8.6,75,17.0,165.0
2022-09-22T18,33.8,49.0,72.2,23.0,24.5,24.5,95,3.7,100,980.8,14.4,87,24.5,220.0
2022-09-22T19,35.7,51.8,70.9,20.0,26.0,24.0,94,5.2,100,980.4,11.2,75,20.0,320.0
2022-09-22T20,38.4,55.5,68.6,18.0,27.3,23.9,96,1.3,100,979.8,12.8,68,21.8,360.0
2022-09-22T21,42.3,61.0,66.9,16.0,29.0,24.0,96,0.4,100,979.4,13.4,96,22.6,355.0
2022-09-22T22,45.3,65.2,69.6,11.0,30.5,24.0,95,0.9,95,979.2,10.6,72,17.8,475.0
2022-09-22T23,46.1,66.1,73.9,6.0,32.1,23.6,97,7.3,100,979.5,10.6,55,17.4,460.0
2022-09-23T00,26.8,38.4,23.2,64.0,12.8,24.4,96,10.1,100,979.4,8.6,57,14.8,435.0
2022-09-23T01,19.7,28.2,23.1,68.0,14.0,24.1,98,4.7,100,980.2,14.3,65,22.1,445.0
2022-09-23T02,15.1,21.7,22.8,74.0,15.6,23.8,97,5.5,100,980.6,12.0,57,18.5,475.0
2022-09-23T03,13.3,19.3,22.0,83.0,17.9,23.8,97,4.3,100,981.0,13.0,62,22.1,500.0
2022-09-23T04,16.5,29.3,21.0,91.0,19.7,24.3,96,4.9,100,981.3,10.4,70,16.1,520.0
2022-09-23T05,19.6,38.9,19.7,100.0,21.6,25.1,91,1.6,100,981.1,15.5,90,22.0,550.0
2022-09-23T06,20.8,47.0,17.7,111.0,22.3,25.8,91,1.8,100,980.9,11.9,92,17.7,570.0
2022-09-23T07,23.2,55.3,15.0,118.0,20.0,25.9,89,2.0,100,980.3,13.8,83,20.6,525.0
2022-09-23T08,26.1,61.5,11.8,125.0,16.1,26.2,90,1.3,100,978.9,11.3,63,15.5,590.0
2022-09-23T09,25.7,58.3,11.4,127.0,12.6,27.9,84,0.3,100,977.6,7.9,74,10.0,725.0
2022-09-23T10,30.3,67.5,16.5,120.0,13.1,27.6,81,3.8,100,977.3,11.9,93,15.1,475.0
2022-09-23T11,30.0,65.2,24.6,107.0,15.1,25.4,92,3.8,100,977.5,11.3,81,16.8,520.0
2022-09-23T12,27.5,48.2,37.8,88.0,13.8,24.9,93,0.7,100,978.2,8.8,71,15.2,415.0
2022-09-23T13,26.7,43.9,43.4,78.0,14.0,24.9,94,3.2,100,978.2,10.0,69,17.4,380.0
2022-09-23T14,26.8,41.8,51.4,63.0,14.2,24.7,95,7.3,100,978.6,9.5,61,17.4,455.0
2022-09-23T15,27.0,40.9,58.6,47.0,14.7,24.6,96,3.5,100,979.1,10.2,67,17.9,450.0
2022-09-23T16,26.3,39.2,58.4,42.0,15.3,24.7,96,3.0,100,979.3,10.6,72,19.4,380.0
2022-09-23T17,25.8,38.0,55.3,41.0,16.1,24.7,96,2.4,100,979.2,8.6,57,15.6,365.0
2022-09-23T18,24.0,35.0,49.1,42.0,16.9,24.7,96,2.0,100,978.8,10.6,72,18.7,355.0
2022-09-23T19,22.0,31.9,43.1,45.0,17.0,24.6,96,1.4,100,978.3,13.3,87,22.7,340.0
2022-09-23T20,20.4,29.6,35.8,50.0,16.8,24.2,97,1.2,100,978.2,15.6,82,24.9,350.0
2022-09-23T21,20.7,29.9,27.2,56.0,16.2,23.7,97,4.4,100,977.9,11.4,62,18.6,360.0
2022-09-23T22,21.9,31.7,22.4,58.0,15.1,23.5,98,2.6,100,977.5,12.5,49,19.7,380.0
2022-09-23T23,23.2,33.5,18.4,58.0,13.7,23.6,97,1.2,100,977.7,12.1,60,20.2,370.0
2022-09-24T00,25.3,36.3,21.5,54.0,22.0,23.8,97,1.0,100,977.7,12.5,46,22.2,380.0
2022-09-24T01,25.8,37.0,23.0,54.0,23.8,23.9,97,0.2,100,978.3,15.1,57,24.3,390.0
2022-09-24T02,26.7,38.3,25.1,55.0,26.2,24.1,96,0.2,100,978.9,17.0,69,27.8,465.0
2022-09-24T03,22.9,33.1,26.6,58.0,27.9,24.5,94,0.2,100,979.4,17.1,82,27.1,575.0
2022-09-24T04,20.3,31.3,25.5,64.0,26.5,25.0,94,0.1,100,979.8,14.1,84,22.0,685.0
2022-09-24T05,19.3,33.1,23.3,71.0,23.8,25.9,87,0.2,100,979.7,17.3,90,23.4,665.0
2022-09-24T06,23.7,38.5,21.3,78.0,20.7,25.9,84,0.2,100,979.3,20.5,105,29.3,665.0
2022-09-24T07,25.1,40.2,21.3,80.0,19.9,25.5,93,0.7,100,978.5,19.2,107,29.0,790.0
2022-09-24T08,29.3,44.9,22.1,79.0,19.7,28.2,80,0.5,100,977.5,15.3,114,19.5,765.0
2022-09-24T09,28.3,43.1,25.2,76.0,19.3,26.0,86,4.5,100,976.8,15.5,121,22.4,685.0
2022-09-24T10,29.2,43.9,29.2,73.0,18.4,25.9,90,0.4,100,976.0,10.0,111,16.6,860.0
2022-09-24T11,28.6,42.6,34.6,68.0,17.2,25.6,89,4.3,100,975.6,12.0,123,18.2,795.0
2022-09-24T12,19.0,28.3,36.3,51.0,6.6,25.0,94,0.4,100,976.3,20.6,134,33.1,635.0
2022-09-24T13,21.7,31.9,40.9,45.0,7.3,24.7,95,2.1,100,976.7,19.4,149,32.0,525.0
2022-09-24T14,23.3,34.2,47.4,37.0,8.2,24.7,94,2.2,100,977.2,16.1,140,27.4,475.0
2022-09-24T15,23.3,34.3,52.6,30.0,8.9,24.5,95,2.0,100,977.6,14.8,135,25.5,420.0
2022-09-24T16,23.7,34.6,51.0,32.0,8.5,24.3,95,0.5,83,977.8,14.6,130,25.2,350.0
2022-09-24T17,24.1,34.9,46.5,37.0,7.7,24.0,96,0.0,75,978.0,12.3,128,21.9,300.0
2022-09-24T18,23.5,34.2,39.1,44.0,6.4,24.0,97,0.0,58,978.0,10.7,147,20.4,275.0
2022-09-24T19,23.2,34.1,32.8,47.0,5.5,24.1,97,0.0,25,977.4,11.4,169,21.7,295.0
2022-09-24T20,24.4,36.1,25.6,50.0,4.6,24.2,97,0.0,50,977.2,12.7,173,23.4,340.0
2022-09-24T21,27.1,39.8,18.1,52.0,3.8,24.2,96,0.1,41,976.4,11.7,171,22.3,365.0
2022-09-24T22,29.6,43.9,15.4,51.0,3.7,24.1,96,0.0,28,976.3,11.6,175,22.7,260.0
2022-09-24T23,31.2,46.6,14.3,48.0,4.0,24.0,96,0.1,50,976.6,10.2,170,20.5,335.0
2022-09-25T00,24.8,36.1,16.2,45.0,3.2,23.8,97,0.1,49,977.9,6.8,205,14.5,355.0
2022-09-25T01,22.6,33.4,15.0,52.0,4.5,24.2,96,0.1,100,978.9,9.4,230,17.7,375.0
2022-09-25T02,19.8,29.9,13.3,62.0,6.3,24.8,91,0.0,24,979.8,14.4,248,20.4,385.0
2022-09-25T03,20.1,34.6,10.7,79.0,8.1,25.7,86,0.0,9,980.8,14.8,256,19.6,430.0
2022-09-25T04,20.4,39.2,8.4,95.0,8.1,27.0,79,0.0,14,981.5,14.4,269,18.4,725.0
2022-09-25T05,21.7,44.5,5.9,113.0,7.4,28.2,71,0.0,12,982.1,15.5,273,19.8,985.0
2022-09-25T06,24.9,52.0,3.4,132.0,6.5,29.4,66,0.0,8,982.0,13.4,278,17.1,1165.0
2022-09-25T07,28.6,60.8,2.3,140.0,6.1,30.5,60,0.0,22,981.7,14.3,288,18.3,1050.0
2022-09-25T08,32.4,68.5,1.6,145.0,5.8,31.0,58,0.0,5,981.1,11.4,298,14.5,980.0
2022-09-25T09,34.0,71.2,3.5,143.0,5.5,31.2,59,0.0,14,980.4,10.6,298,13.2,1055.0
2022-09-25T10,34.6,72.2,7.0,134.0,5.2,30.9,59,0.2,34,980.1,10.3,299,13.4,1285.0
2022-09-25T11,35.2,71.9,12.3,120.0,4.8,30.5,62,0.0,43,980.2,9.5,307,12.4,640.0
2022-09-25T12,41.6,70.8,31.7,91.0,5.8,27.1,81,0.0,37,981.0,8.0,185,10.3,145.0
2022-09-25T13,54.7,89.9,49.8,69.0,8.8,26.2,85,0.0,41,981.8,6.9,189,12.6,70.0
2022-09-25T14,68.2,109.2,75.5,37.0,13.2,25.8,87,0.0,38,982.5,5.4,200,11.7,55.0
2022-09-25T15,79.9,125.3,101.9,5.0,18.7,25.0,92,0.0,40,983.5,6.6,221,10.5,40.0
2022-09-25T16,82.0,127.1,107.3,0.0,22.1,25.6,87,0.0,18,984.1,2.3,162,5.9,35.0
2022-09-25T17,80.8,124.3,105.8,0.0,25.3,24.6,93,0.0,19,984.4,1.1,90,2.4,30.0
2022-09-25T18,80.8,123.9,101.9,3.0,28.6,24.3,94,0.0,10,984.6,1.3,146,2.3,20.0
2022-09-25T19,80.8,123.4,100.7,2.0,30.0,23.5,97,0.0,7,984.2,2.5,172,2.1,15.0
2022-09-25T20,80.1,122.0,98.9,2.0,30.7,23.3,98,0.0,7,983.6,2.9,210,4.2,15.0
2022-09-25T21,80.6,122.5,95.3,1.0,31.5,22.8,99,0.0,1,983.2,5.1,231,5.4,25.0
2022-09-25T22,82.4,124.8,91.0,0.0,32.6,23.2,99,0.0,2,983.1,2.6,326,4.4,30.0
2022-09-25T23,85.7,129.5,85.7,0.0,33.7,22.3,100,0.0,100,983.1,3.8,41,3.8,45.0
2022-09-26T00,89.9,132.7,91.7,0.0,39.2,23.6,100,0.0,100,983.9,4.8,27,9.2,70.0
2022-09-26T01,88.2,129.9,91.7,6.0,38.3,23.9,98,0.0,100,984.7,5.0,30,5.2,95.0
2022-09-26T02,79.6,118.3,91.3,14.0,36.9,24.3,96,0.0,56,985.5,3.2,333,3.2,125.0
2022-09-26T03,72.6,112.7,82.4,34.0,32.3,26.2,88,0.0,39,986.3,5.0,300,5.8,245.0
2022-09-26T04,54.8,94.3,62.5,63.0,24.6,28.0,79,0.0,0,986.5,6.1,298,7.6,580.0
2022-09-26T05,39.3,78.5,35.5,99.0,14.6,29.5,71,0.0,4,986.6,8.4,310,10.7,945.0
2022-09-26T06,30.9,70.3,7.5,134.0,4.3,30.4,67,0.0,7,986.3,11.2,312,14.0,1110.0
2022-09-26T07,27.4,68.9,0.3,139.0,1.8,31.1,63,0.0,10,985.6,11.7,313,14.8,1185.0
2022-09-26T08,25.8,69.2,0.0,134.0,1.9,31.5,61,0.0,16,984.5,12.2,315,15.3,1180.0
2022-09-26T09,24.2,68.5,3.1,121.0,2.6,31.3,61,0.0,20,983.4,13.0,314,16.3,1170.0
2022-09-26T10,22.6,68.5,6.4,109.0,2.6,31.1,60,0.0,22,982.3,13.8,311,17.9,1085.0
2022-09-26T11,22.4,68.0,11.7,94.0,2.7,30.5,61,0.0,23,981.7,14.1,310,19.9,615.0
2022-09-26T12,25.5,63.6,20.7,77.0,4.4,29.1,72,0.0,15,982.6,7.1,319,14.6,585.0
2022-09-26T13,27.5,62.2,27.4,65.0,4.6,27.9,76,0.0,20,982.8,8.7,315,18.1,435.0
2022-09-26T14,29.6,61.0,36.9,49.0,4.8,27.2,78,0.0,18,983.4,8.4,320,19.1,325.0
2022-09-26T15,31.3,61.0,47.4,29.0,5.0,26.3,83,0.0,18,983.9,5.2,295,13.8,230.0
