hour_utc,pm25,pm10,no2,o3,so2,pm25_n,pm10_n,no2_n,o3_n,so2_n
2019-07-12T13,81.5,577.75,12.525,41.755,10.075,1,1,1,1,1
2019-07-12T14,88.0,548.5,15.9,31.252,11.8,1,1,1,1,1
2019-07-12T15,89.0,471.0,19.3,28.89,8.867,1,1,1,1,1
2019-07-12T16,77.25,386.5,25.775,16.995,7.475,1,1,1,1,1
2019-07-12T17,83.25,376.5,28.9,10.867,7.525,1,1,1,1,1
2019-07-12T18,72.0,350.0,25.55,9.463,6.434,2,2,2,2,2
2019-07-12T19,73.75,348.75,33.1,4.272,5.275,1,1,1,1,1
2019-07-12T20,72.0,313.0,31.033,6.39,8.1,1,1,1,1,1
2019-07-12T21,49.75,194.0,13.7,11.637,6.767,1,1,1,1,1
2019-07-12T22,26.25,122.75,13.975,14.578,6.15,1,1,1,1,1
2019-07-12T23,30.5,141.25,13.975,16.68,6.65,1,1,1,1,1
2019-07-13T00,31.0,173.5,13.925,19.782,5.875,1,1,1,1,1
2019-07-13T01,31.25,217.5,16.1,20.1,222.8,1,1,1,1,1
2019-07-13T02,42.5,310.5,12.625,27.54,5.925,1,1,1,1,1
2019-07-13T03,48.667,562.333,7.267,29.113,4.25,1,1,1,1,1
2019-07-13T04,56.75,723.0,4.9,32.002,4.175,1,1,1,1,1
2019-07-13T05,70.5,676.25,4.125,38.392,4.275,1,1,1,1,1
2019-07-13T06,71.5,619.0,3.875,43.538,3.575,1,1,1,1,1
2019-07-13T07,79.25,603.5,4.2,50.343,3.65,1,1,1,1,1
2019-07-13T08,79.25,608.0,4.125,54.275,3.2,1,1,1,1,1
2019-07-13T09,77.5,562.25,3.95,55.755,3.733,1,1,1,1,1
2019-07-13T10,76.25,518.75,3.825,57.29,1.85,1,1,1,1,1
2019-07-13T11,67.0,468.75,5.075,55.633,1.675,1,1,1,1,1
2019-07-13T12,64.5,422.75,9.6,60.58,5.1,1,1,1,1,1
2019-07-13T13,62.25,316.25,12.475,55.925,5.725,1,1,1,1,1
2019-07-13T14,50.5,204.75,13.975,48.2,5.35,1,1,1,1,1
2019-07-13T15,46.25,170.5,15.3,48.537,7.067,1,1,1,1,1
2019-07-13T16,37.5,168.5,22.675,40.455,6.8,1,1,1,1,1
2019-07-13T17,36.0,194.0,24.1,40.097,3.833,1,1,1,1,1
2019-07-13T18,30.5,217.334,24.45,39.88,3.734,2,2,2,2,2
2019-07-13T19,54.75,265.75,43.675,249.025,16.325,1,1,1,1,1
2019-07-13T20,74.333,296.333,37.367,58.353,18.1,1,1,1,1,1
2019-07-13T21,43.75,265.25,44.275,9.07,9.8,1,1,1,1,1
2019-07-13T22,46.25,278.75,42.625,6.553,8.5,1,1,1,1,1
2019-07-13T23,46.0,243.75,30.375,6.543,6.575,1,1,1,1,1
2019-07-14T00,42.25,250.5,16.775,10.62,6.7,1,1,1,1,1
2019-07-14T01,42.75,310.5,11.4,13.73,224.0,1,1,1,1,1
2019-07-14T02,51.0,396.0,12.3,,8.65,1,1,1,0,1
2019-07-14T06,48.0,211.333,5.833,75.74,4.767,1,1,1,1,1
2019-07-14T07,55.0,262.25,6.15,82.015,4.55,1,1,1,1,1
2019-07-14T08,59.75,329.0,5.6,85.643,5.025,1,1,1,1,1
2019-07-14T09,64.0,392.5,5.925,75.265,4.7,1,1,1,1,1
2019-07-14T10,61.5,402.0,6.25,68.82,4.3,1,1,1,1,1
2019-07-14T11,61.5,342.5,7.375,70.642,4.95,1,1,1,1,1
2019-07-14T12,53.5,305.25,10.05,72.565,6.95,1,1,1,1,1
2019-07-14T13,43.0,209.5,12.7,65.502,12.35,1,1,1,1,1
2019-07-14T14,41.25,175.75,15.25,54.31,13.225,1,1,1,1,1
2019-07-14T15,36.0,129.0,14.6,47.693,16.1,1,1,1,1,1
2019-07-14T16,34.5,112.0,17.475,45.2,14.075,1,1,1,1,1
2019-07-14T17,29.5,94.25,15.325,43.855,13.475,1,1,1,1,1
2019-07-14T18,26.166,82.0,6.633,52.038,6.9,2,2,2,2,2
2019-07-14T19,16.25,58.0,4.625,55.767,4.7,1,1,1,1,1
2019-07-14T20,14.5,44.25,4.925,57.61,8.4,1,1,1,1,1
2019-07-14T21,17.0,41.25,8.0,46.917,8.267,1,1,1,1,1
2019-07-14T22,19.25,48.75,8.95,43.787,6.85,1,1,1,1,1
2019-07-14T23,16.25,49.75,7.025,45.052,4.5,1,1,1,1,1
2019-07-15T00,14.5,50.25,6.275,43.955,3.8,1,1,1,1,1
2019-07-15T01,17.0,65.25,8.6,41.895,219.9,1,1,1,1,1
2019-07-15T02,21.75,75.5,11.625,46.96,3.25,1,1,1,1,1
2019-07-15T03,30.25,103.5,19.4,44.435,4.333,1,1,1,1,1
2019-07-15T04,39.75,161.5,25.6,55.383,18.3,1,1,1,1,1
2019-07-15T05,39.25,186.5,23.775,64.062,19.075,1,1,1,1,1
2019-07-15T06,40.25,228.75,25.45,62.657,25.7,1,1,1,1,1
2019-07-15T07,40.25,256.25,9.3,61.008,8.875,1,1,1,1,1
2019-07-15T08,39.0,202.5,11.325,81.457,8.375,1,1,1,1,1
2019-07-15T09,42.25,311.75,18.725,71.688,8.867,1,1,1,1,1
2019-07-15T10,35.75,389.0,14.3,71.095,3.425,1,1,1,1,1
2019-07-15T11,19.25,37.0,49.525,32.513,2.35,1,1,1,1,1
2019-07-15T12,42.5,76.0,60.65,25.277,2.9,1,1,1,1,1
2019-07-15T13,65.0,121.0,16.433,43.367,3.667,1,1,1,1,1
2019-07-15T14,27.25,56.75,9.825,51.22,3.05,1,1,1,1,1
2019-07-15T15,23.75,59.25,31.25,35.1,3.767,1,1,1,1,1
2019-07-15T16,30.25,73.75,33.55,23.062,3.725,1,1,1,1,1
2019-07-15T17,53.5,110.25,55.45,23.93,6.9,1,1,1,1,1
